date,apex_144,apex_2119,apex_2751,apex_3356,apex_3420,apex_3421,apex_3422,apex_3423,apex_3598,apex_4185,apex_4186,apex_4473,apex_4513,apex_4742,apex_4990,apex_5102,apex_5103,apex_5104,apex_5105,apex_5107,apex_5623,apex_5761,apex_5779,apex_6182,apex_6269,apex_6291,apex_6431,apex_6432,apex_6478,apex_6584,apex_6686,apex_6688,apex_6742,apex_6748,apex_6904,apex_6905,apex_6934,apex_6993,apex_7018,apex_7203,apex_7224,apex_7233,apex_7280,apex_7329,apex_8068,apex_8069,apex_8070,apex_8071,apex_8072,apex_8073,apex_8074,apex_8075,apex_8210,apex_8238,apex_8434,apex_8448,apex_8786,apex_8984,apex_8987,apex_9057,apex_9158,apex_9256,apex_10124,apex_10157,apex_10228,apex_10229,apex_10230,apex_10310,apex_10456,apex_10532,apex_10880,apex_10910,apex_10911,apex_10912,apex_10913,apex_11026,apex_11179,apex_11588,apex_12076,apex_12178,apex_12179,apex_12180,apex_12181,apex_12182,apex_12200,apex_12222,apex_12566,apex_12967,apex_12989,apex_13335,apex_13399,apex_13414,apex_13789,apex_13790,apex_13791,apex_13792,apex_13979,apex_14153,apex_14196,apex_14210,apex_14618,apex_14636,apex_14678,apex_14719,apex_14742,apex_14743,apex_14744,apex_14745,apex_14789,apex_15133,apex_15169,apex_15259,apex_15395,apex_15397,apex_15421,apex_15557,apex_15570,apex_15635,apex_15840,apex_15896,apex_15932,apex_15958,apex_16265,apex_16509,apex_16550,apex_16572,apex_16591,apex_16625,apex_16702,apex_17110,apex_17224,apex_17225,apex_17226,apex_17227,apex_17228,apex_17229,apex_17230,apex_17231,apex_17232,apex_17233,apex_17258,apex_17442,apex_17457,apex_17493,apex_18140,apex_18216,apex_18293,apex_18607,apex_18680,apex_18717,apex_19024,apex_19148,apex_19448,apex_19527,apex_19551,apex_19994,apex_20046,apex_20189,apex_20446,apex_20940,apex_21245,apex_21342,apex_21357,apex_21399,apex_22132,apex_22207,apex_22211,apex_22212,apex_22565,apex_22720,apex_22822,apex_22859,apex_23059,apex_23454,apex_23455,apex_23468,apex_23663,apex_23816,apex_23870,apex_23879,apex_23880,apex_23903,apex_23926,apex_24018,apex_24031,apex_24236,apex_24296,apex_24319,apex_24376,apex_24429,apex_24499,apex_24506,apex_24572,apex_25169,apex_25804,apex_26085,apex_26101,apex_27357,apex_27411,apex_28122,apex_28753,apex_29244,apex_29372,apex_29789,apex_29791,apex_29798,apex_30081,apex_30633,apex_30636,apex_30675,apex_30878,apex_31107,apex_31108,apex_31109,apex_31110,apex_31198,apex_31377,apex_31936,apex_32116,apex_32787,apex_32934,apex_33438,apex_33905,apex_34010,apex_34082,apex_34164,apex_34850,apex_34879,apex_35106,apex_35204,apex_35993,apex_35994,apex_35995,apex_36039,apex_36040,apex_36088,apex_36129,apex_36183,apex_36229,apex_36248,apex_36384,apex_36385,apex_36408,apex_36492,apex_36646,apex_36647,apex_36752,apex_36987,apex_38032,apex_38033,apex_38045,apex_38072,apex_38107,apex_38369,apex_38621,apex_38622,apex_38670,apex_38895,apex_39197,apex_39836,apex_40009,apex_40366,apex_40986,apex_41264,apex_42173,apex_43303,apex_43428,apex_43515,apex_43639,apex_45139,apex_45187,apex_45396,apex_45566,apex_52580,apex_52985,apex_53847,apex_54104,apex_54113,apex_54115,apex_54888,apex_55429,apex_55517,apex_55755,apex_55770,apex_57363,apex_58588,apex_58682,apex_58683,apex_59253,apex_60068,apex_60261,apex_60626,apex_60668,apex_60781,apex_62785,apex_63293,apex_63541,apex_63542,apex_63543,apex_132892,apex_133103,apex_133385,apex_133752,apex_133877,apex_134706,apex_135630,apex_136988,apex_200288,apex_200325,apex_202623,apex_202818,apex_203898,apex_204000,apex_204785,apex_205025,apex_205544,apex_262446,apex_393259,apex_393560,apex_393676,apex_393886,apex_394192,apex_394380,apex_394507,apex_394536,apex_394561,apex_394639,apex_394699,apex_395496,apex_395524,apex_395747,apex_395851,apex_395954,apex_395973,apex_396190,apex_396362,apex_396463,apex_396982,www_144,www_2119,www_2751,www_3356,www_3420,www_3421,www_3422,www_3423,www_3598,www_4185,www_4186,www_4473,www_4513,www_4742,www_4990,www_5102,www_5103,www_5104,www_5105,www_5107,www_5623,www_5761,www_5779,www_6182,www_6269,www_6291,www_6431,www_6432,www_6478,www_6584,www_6686,www_6688,www_6742,www_6748,www_6904,www_6905,www_6934,www_6993,www_7018,www_7203,www_7224,www_7233,www_7280,www_7329,www_8068,www_8069,www_8070,www_8071,www_8072,www_8073,www_8074,www_8075,www_8210,www_8238,www_8434,www_8448,www_8786,www_8984,www_8987,www_9057,www_9158,www_9256,www_10124,www_10157,www_10228,www_10229,www_10230,www_10310,www_10456,www_10532,www_10880,www_10910,www_10911,www_10912,www_10913,www_11026,www_11179,www_11588,www_12076,www_12178,www_12179,www_12180,www_12181,www_12182,www_12200,www_12222,www_12566,www_12967,www_12989,www_13335,www_13399,www_13414,www_13789,www_13790,www_13791,www_13792,www_13979,www_14153,www_14196,www_14210,www_14618,www_14636,www_14678,www_14719,www_14742,www_14743,www_14744,www_14745,www_14789,www_15133,www_15169,www_15259,www_15395,www_15397,www_15421,www_15557,www_15570,www_15635,www_15840,www_15896,www_15932,www_15958,www_16265,www_16509,www_16550,www_16572,www_16591,www_16625,www_16702,www_17110,www_17224,www_17225,www_17226,www_17227,www_17228,www_17229,www_17230,www_17231,www_17232,www_17233,www_17258,www_17442,www_17457,www_17493,www_18140,www_18216,www_18293,www_18607,www_18680,www_18717,www_19024,www_19148,www_19448,www_19527,www_19551,www_19994,www_20046,www_20189,www_20446,www_20940,www_21245,www_21342,www_21357,www_21399,www_22132,www_22207,www_22211,www_22212,www_22565,www_22720,www_22822,www_22859,www_23059,www_23454,www_23455,www_23468,www_23663,www_23816,www_23870,www_23879,www_23880,www_23903,www_23926,www_24018,www_24031,www_24236,www_24296,www_24319,www_24376,www_24429,www_24499,www_24506,www_24572,www_25169,www_25804,www_26085,www_26101,www_27357,www_27411,www_28122,www_28753,www_29244,www_29372,www_29789,www_29791,www_29798,www_30081,www_30633,www_30636,www_30675,www_30878,www_31107,www_31108,www_31109,www_31110,www_31198,www_31377,www_31936,www_32116,www_32787,www_32934,www_33438,www_33905,www_34010,www_34082,www_34164,www_34850,www_34879,www_35106,www_35204,www_35993,www_35994,www_35995,www_36039,www_36040,www_36088,www_36129,www_36183,www_36229,www_36248,www_36384,www_36385,www_36408,www_36492,www_36646,www_36647,www_36752,www_36987,www_38032,www_38033,www_38045,www_38072,www_38107,www_38369,www_38621,www_38622,www_38670,www_38895,www_39197,www_39836,www_40009,www_40366,www_40986,www_41264,www_42173,www_43303,www_43428,www_43515,www_43639,www_45139,www_45187,www_45396,www_45566,www_52580,www_52985,www_53847,www_54104,www_54113,www_54115,www_54888,www_55429,www_55517,www_55755,www_55770,www_57363,www_58588,www_58682,www_58683,www_59253,www_60068,www_60261,www_60626,www_60668,www_60781,www_62785,www_63293,www_63541,www_63542,www_63543,www_132892,www_133103,www_133385,www_133752,www_133877,www_134706,www_135630,www_136988,www_200288,www_200325,www_202623,www_202818,www_203898,www_204000,www_204785,www_205025,www_205544,www_262446,www_393259,www_393560,www_393676,www_393886,www_394192,www_394380,www_394507,www_394536,www_394561,www_394639,www_394699,www_395496,www_395524,www_395747,www_395851,www_395954,www_395973,www_396190,www_396362,www_396463,www_396982
2015-03-01,0,1069,0,5329,0,0,2,0,362,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,11537,19,1,1,0,0,3,0,0,1,1,0,0,18433,0,0,0,25,0,0,5,0,114,0,0,0,0,0,0,1,0,0,0,4,12,387,1401,0,0,21,0,49,1499,719,35,708,0,97,76,0,344,57912,0,1,402,27,144,0,0,0,0,0,96920,0,0,0,101229,948,3252,664,0,36492,159331,0,6863,0,0,661,24,0,0,0,0,0,3251,67711,0,0,62,54,0,0,0,169,20,132,56,78,59,153,120,42,0,0,3,0,0,0,0,0,0,0,1192,2,0,0,3421,48385,8,0,3,290,0,0,0,98,2,0,1,0,0,0,81,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,9,0,0,0,1,2,79,4,0,0,34502,7369,0,0,0,0,0,1529,2226,0,5,2459,1,0,0,0,0,0,0,1,0,0,0,179856,13,0,0,1188,0,1,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,192,0,8977,15817,21,0,0,0,0,0,142,0,0,0,0,3614,42,0,4,0,0,0,1188,0,0,0,0,0,573,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,2,313,17,0,0,0,0,30157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,0,5456,0,0,2,0,350,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,13378,22,1,1,0,0,1,0,0,1,0,0,0,21140,0,0,0,25,0,0,8,0,125,0,0,0,0,1,0,3,0,0,0,3,12,404,1341,0,1,27,0,52,1496,711,35,592,0,1,84,0,378,71363,0,0,329,25,160,0,0,2,0,0,103206,0,0,0,101253,948,3266,610,0,37145,124254,0,7267,0,0,865,32,0,0,0,0,0,3140,70430,0,0,59,190,0,0,0,160,20,165,63,89,54,180,124,66,0,8,6,0,0,0,0,0,0,0,1190,2,0,0,3983,48062,9,0,4,6495,0,0,0,0,2,0,1,0,0,0,205,0,0,0,0,1,0,2704,0,0,0,0,0,0,0,0,4,0,0,0,1,1,4,4,0,0,32540,7438,0,0,0,0,11,1500,2319,0,5,2691,1,0,0,0,0,0,0,1,0,0,0,183700,15,0,0,1195,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,239,0,8977,13525,15,0,0,0,0,0,146,0,0,0,0,3463,42,0,7,0,0,0,971,0,0,0,0,0,621,0,0,0,0,0,0,1923,0,0,0,0,0,0,0,0,2,324,14,26,0,0,1,30332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-02,0,1066,0,5326,0,0,2,0,362,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,11537,19,1,1,0,0,3,0,0,1,1,0,0,18432,0,0,0,25,0,0,5,0,113,0,0,0,0,0,0,1,0,0,0,4,12,387,1399,0,0,21,0,49,1498,718,35,707,0,97,76,0,344,58066,0,1,408,27,144,0,0,0,0,0,96722,0,0,0,101222,941,3250,663,0,36466,159429,0,6866,0,0,661,24,0,0,0,0,0,3255,68019,0,0,62,54,0,0,0,168,20,130,56,78,59,153,120,42,0,0,3,0,0,0,0,0,0,0,1189,2,0,0,3423,48314,8,0,3,290,0,0,0,98,2,0,1,0,0,0,81,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,10,0,0,0,1,2,79,4,0,0,34507,7369,0,0,0,0,0,1528,2225,0,5,2462,1,0,0,0,0,0,0,1,0,0,0,179884,13,0,0,1188,0,1,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,192,0,8969,15810,21,0,0,0,0,0,142,0,0,0,0,3624,42,0,4,0,0,0,1188,0,0,0,0,0,573,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,1,312,19,0,0,0,0,30260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,0,5462,0,0,2,0,350,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,13389,22,1,1,0,0,1,0,0,1,0,0,0,21144,0,0,0,25,0,0,8,0,124,0,0,0,0,1,0,3,0,0,0,3,12,403,1341,0,1,28,0,52,1495,710,35,592,0,1,84,0,378,71542,0,0,333,25,160,0,0,2,0,0,103048,0,0,0,101242,942,3267,606,0,37122,124355,0,7269,0,0,863,32,0,0,0,0,0,3142,70786,0,0,59,216,0,0,0,160,20,166,63,89,54,181,124,67,0,8,6,0,0,0,0,0,0,0,1186,2,0,0,3994,47989,9,0,4,6506,0,0,0,0,2,0,1,0,0,0,205,0,0,0,0,1,0,2719,0,0,0,0,0,0,0,0,4,0,0,0,1,1,4,4,0,0,32548,7449,0,0,0,0,11,1499,2317,0,5,2713,1,0,0,0,0,0,0,1,0,0,0,183739,15,0,0,1195,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,239,0,8966,13518,15,0,0,0,0,0,144,0,0,0,0,3471,42,0,7,0,0,0,681,0,0,0,0,0,619,0,0,0,0,0,0,1926,0,0,0,0,0,0,0,0,2,323,16,26,0,0,2,30437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-03,0,1064,0,5308,0,0,2,0,362,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,11543,19,1,1,0,0,3,0,0,1,1,0,0,18437,0,0,0,25,0,0,5,0,113,0,0,0,0,0,0,1,0,0,0,4,12,387,1396,0,0,21,0,49,1497,709,35,708,0,97,76,0,343,58177,0,1,408,27,144,0,0,0,0,0,96846,0,0,0,100778,946,3243,662,0,36449,159463,0,6862,0,0,660,24,0,0,0,0,0,3253,68542,0,0,61,54,0,0,0,168,20,129,56,78,59,153,120,42,0,0,3,0,0,0,0,0,0,0,1195,2,0,0,3431,48099,8,0,3,307,0,0,0,98,2,0,1,0,0,0,81,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,10,0,0,0,1,2,78,4,0,0,34476,7361,0,0,0,0,0,1516,2222,0,5,2465,1,0,0,0,0,0,0,1,0,0,0,180903,13,0,0,1188,0,1,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,192,0,8968,15790,20,0,0,0,0,0,141,0,0,0,0,3629,42,0,4,0,0,0,1188,0,0,0,0,0,566,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,2,313,20,0,0,0,0,29936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,0,5437,0,0,2,0,350,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,13394,22,1,1,0,0,1,0,0,1,0,0,0,21144,0,0,0,25,0,0,8,0,124,0,0,0,0,1,0,3,0,0,0,3,12,402,1336,0,1,28,0,52,1494,701,34,592,0,1,84,0,376,71670,0,0,333,25,159,0,0,2,0,0,103182,0,0,0,100737,946,3259,606,0,37109,124421,0,7264,0,0,866,31,0,0,0,0,0,3145,71280,0,0,59,231,0,0,0,159,20,166,63,89,54,181,124,66,0,8,6,0,0,0,0,0,0,0,1192,2,0,0,4003,47785,9,0,4,6534,0,0,0,0,2,0,1,0,0,0,205,0,0,0,0,1,0,2720,0,0,0,0,0,0,0,0,4,0,0,0,1,1,3,4,0,0,32518,7428,0,0,0,0,11,1487,2315,0,5,2735,1,0,0,0,0,0,0,1,0,0,0,184764,15,0,0,1196,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,239,0,8965,13503,14,0,0,0,0,0,144,0,0,0,0,3470,42,0,7,0,0,0,951,0,0,0,0,0,607,0,0,0,0,0,0,1925,0,0,0,0,0,0,0,0,2,324,17,26,0,0,1,30091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-04,0,1061,0,5320,0,0,2,0,360,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,11537,19,1,1,0,0,3,0,0,1,1,0,0,18456,0,0,0,25,0,0,5,0,113,0,0,0,0,0,0,1,0,0,0,4,12,389,1398,0,0,21,0,49,1495,708,35,707,0,97,75,0,338,58290,0,1,402,27,144,0,0,0,0,0,96791,0,0,0,100818,945,3237,663,0,36447,159607,0,6864,0,0,662,24,0,0,0,0,0,3194,68626,0,0,61,60,0,0,0,168,20,132,56,78,59,153,120,42,0,0,3,0,0,0,0,0,0,0,1202,2,0,0,3430,46711,8,0,3,226,0,0,0,98,2,0,1,0,0,0,80,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,10,0,0,0,1,2,79,4,0,0,34458,7379,0,0,0,0,0,1516,2221,0,5,2462,1,0,0,0,0,0,0,1,0,0,0,181983,13,0,0,1188,0,1,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,191,0,8955,15787,20,0,0,0,0,0,141,0,0,0,0,3630,42,0,4,0,0,0,1188,0,0,0,0,0,571,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,2,314,22,0,0,0,0,29905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,0,5455,0,0,2,0,347,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,13406,22,1,1,0,0,1,0,0,1,0,0,0,21169,0,0,0,25,0,0,8,0,124,0,0,0,0,1,0,3,0,0,0,3,12,401,1336,0,1,29,0,52,1493,700,34,592,0,1,84,0,370,71774,0,0,339,25,159,0,0,2,0,0,103216,0,0,0,100829,944,3252,607,0,37107,124469,0,7271,0,0,862,31,0,0,0,0,0,3084,71393,0,0,59,914,0,0,0,159,20,166,63,89,54,180,124,66,0,8,6,0,0,0,0,0,0,0,1201,2,0,0,3997,46385,9,0,4,5684,0,0,0,0,2,0,1,0,0,0,204,0,0,0,0,1,0,2720,0,0,0,0,0,0,0,0,4,0,0,0,1,1,4,4,0,0,32496,7460,0,0,0,0,11,1487,2315,0,5,2752,1,0,0,0,0,0,0,1,0,0,0,185816,15,0,0,1195,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,237,0,8954,13500,14,0,0,0,0,0,145,0,0,0,0,3481,41,0,7,0,0,0,1002,0,0,0,0,0,619,0,0,0,0,0,0,1919,0,0,0,0,0,0,0,0,2,325,19,26,0,0,1,30100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-05,0,1059,0,5309,0,0,2,0,362,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,11521,19,1,1,0,0,3,0,0,1,1,0,0,18476,0,0,0,25,0,0,5,0,113,0,0,0,0,0,0,1,0,0,0,4,12,389,1400,0,0,21,0,49,1492,709,35,707,0,97,75,0,341,57942,0,1,401,27,144,0,0,0,0,0,96918,0,0,0,100814,944,3228,661,0,36442,159754,0,6861,0,0,661,24,0,0,0,0,0,3191,68085,0,0,61,86,0,0,0,167,20,129,56,78,59,153,120,42,0,0,3,0,0,0,0,0,0,0,1202,2,0,0,4797,48670,8,0,3,202,0,0,0,98,2,0,1,0,0,0,79,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,10,0,0,0,1,2,79,4,0,0,34457,7391,0,0,0,0,0,1516,2219,0,5,2463,1,0,0,0,0,0,0,1,0,0,0,182502,13,0,0,1188,0,1,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,191,0,8952,15783,20,0,0,0,0,0,141,0,0,0,0,3645,41,0,4,0,0,0,1188,0,0,0,0,0,571,1,0,0,0,0,0,513,0,0,0,0,0,0,0,0,1,316,23,0,0,0,0,29926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,0,5442,0,0,2,0,349,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,13385,21,1,1,0,0,1,0,0,1,0,0,0,21193,0,0,0,25,0,0,8,0,124,0,0,0,0,2,0,3,0,0,0,3,12,402,1340,0,1,29,0,52,1490,701,34,593,0,1,84,0,373,71173,0,0,336,25,159,0,0,2,0,0,103314,0,0,0,100828,944,3244,604,0,37100,124525,0,7260,0,0,859,31,0,0,0,0,0,3080,70867,0,0,58,3413,0,0,0,160,20,166,63,89,54,179,124,67,0,8,6,0,0,0,0,0,0,0,1201,3,0,0,63607,48331,9,0,4,3309,0,0,0,0,2,0,1,0,0,0,205,0,0,0,0,1,0,2721,0,0,0,0,0,0,0,0,4,0,0,0,1,1,4,4,0,0,32498,7471,0,0,0,0,11,1487,2313,0,5,2784,1,0,0,0,0,0,0,1,0,0,0,186344,15,0,0,1195,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,237,0,8950,13500,14,0,0,0,0,0,145,0,0,0,0,3492,40,0,7,0,0,0,935,0,0,0,0,0,621,0,0,0,0,0,0,1926,0,0,0,0,0,0,0,0,2,327,20,26,0,0,1,30004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-06,0,1062,0,5371,0,0,2,0,362,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,11531,19,1,1,0,0,3,0,0,1,1,0,0,18503,0,0,0,25,0,0,5,0,113,0,0,0,0,0,0,1,0,0,0,4,12,388,1402,0,0,21,0,49,1490,710,35,707,0,97,75,0,336,58503,0,1,409,27,144,0,0,0,0,0,96969,0,0,0,100684,944,3228,659,0,36447,159895,0,6858,0,0,663,24,0,0,0,0,0,3196,68250,0,0,62,91,0,0,0,168,20,132,56,78,59,153,120,42,0,0,3,0,0,0,0,0,0,0,1203,2,0,0,4788,56710,8,0,3,217,0,0,0,98,2,0,1,0,0,0,79,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,10,0,0,0,1,2,78,4,0,0,34473,7390,0,0,0,0,0,1515,2219,0,5,2461,1,0,0,0,0,0,0,1,0,0,0,181683,13,0,0,1188,0,1,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,191,0,8955,15780,0,0,0,0,0,0,142,0,0,0,0,3654,41,0,4,0,0,0,1188,0,0,0,0,0,575,1,0,0,0,0,0,518,0,0,0,0,0,0,0,0,2,315,29,0,0,0,0,29745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,0,5507,0,0,2,0,349,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,13371,21,1,1,0,0,1,0,0,1,0,0,0,21220,0,0,0,25,0,0,8,0,124,0,0,0,0,2,0,3,0,0,0,3,12,397,1340,0,1,27,0,52,1487,702,34,593,0,1,84,0,364,71766,0,0,333,25,159,0,0,2,0,0,103364,0,0,0,100695,944,3245,601,0,37108,124585,0,7263,0,0,865,31,0,0,0,0,0,3087,71021,0,0,59,5076,0,0,0,160,20,169,63,89,54,180,124,66,0,8,6,0,0,0,0,0,0,0,1201,2,0,0,63677,56362,9,0,4,1611,0,0,0,0,2,0,1,0,0,0,206,0,0,0,0,1,0,2718,0,0,0,0,0,0,0,0,4,0,0,0,1,1,3,4,0,0,32513,7472,0,0,0,0,11,1486,2303,0,5,2799,1,0,0,0,0,0,0,1,0,0,0,185518,15,0,0,1196,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,237,0,8952,13499,0,0,0,0,0,0,145,0,0,0,0,3502,40,0,7,0,0,0,616,0,0,0,0,0,624,0,0,0,0,0,0,1939,0,0,0,0,0,0,0,0,2,326,26,25,0,0,2,29877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-07,0,1056,0,5274,0,0,2,0,362,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,11532,19,1,1,0,0,3,0,0,1,1,0,0,18501,0,0,0,25,0,0,5,0,113,0,0,0,0,0,0,1,0,0,0,4,12,390,1397,0,0,21,0,49,1489,678,35,704,0,97,75,0,335,58499,0,1,403,27,141,0,0,0,0,0,97136,0,0,0,100673,944,3224,658,0,36436,160034,0,6847,0,0,663,24,0,0,0,0,0,3188,68551,0,0,62,103,0,0,0,167,20,131,56,78,59,153,120,42,0,0,3,0,0,0,0,0,0,0,1200,2,0,0,4798,56938,8,0,3,220,0,0,0,98,2,0,1,0,0,0,79,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,10,0,0,0,1,2,79,4,0,0,34442,7385,0,0,0,0,0,1515,2217,0,5,2454,1,0,0,0,0,0,0,1,0,0,0,181588,13,0,0,1188,0,1,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,191,0,8942,15770,0,0,0,0,0,0,141,0,0,0,0,3653,41,0,4,0,0,0,1188,0,0,0,0,0,571,1,0,0,0,0,0,520,0,0,0,0,0,0,0,0,1,315,29,0,0,0,0,29666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,0,5404,0,0,2,0,349,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,13409,21,1,1,0,0,1,0,0,1,0,0,0,21218,0,0,0,25,0,0,8,0,124,0,0,0,0,2,0,3,0,0,0,3,11,398,1337,0,1,28,0,52,1486,670,34,593,0,1,84,0,363,71761,0,0,340,25,157,0,0,2,0,0,103494,0,0,0,100688,944,3240,602,0,37092,124679,0,7252,0,0,863,32,0,0,0,0,0,3081,71324,0,0,59,5345,0,0,0,159,20,167,63,89,54,180,124,68,0,8,6,0,0,0,0,0,0,0,1199,3,0,0,63753,56637,9,0,4,1580,0,0,0,0,2,0,1,0,0,0,204,0,0,0,0,1,0,2719,0,0,0,0,0,0,0,0,4,0,0,0,1,1,4,4,0,0,32486,7466,0,0,0,0,11,1486,2301,0,5,2571,1,0,0,0,0,0,0,1,0,0,0,185397,15,0,0,1195,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,237,0,8939,13488,0,0,0,0,0,0,145,0,0,0,0,3502,40,0,7,0,0,0,968,0,0,0,0,0,619,0,0,0,0,0,0,1943,0,0,0,0,0,0,0,0,1,326,26,24,0,0,1,29771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
