date,dom_count
2015-08-27,118248767
2015-08-28,118273912
2015-08-29,118287068
2015-08-30,118273711
2015-08-31,118261807
2015-09-01,118287940
2015-09-02,118323448
2015-09-03,118350911
2015-09-04,118371448
2015-09-05,118356238
2015-09-06,118334911
2015-09-07,118333387
2015-09-08,118351595
2015-09-09,118389898
2015-09-10,118432321
2015-09-11,118462544
2015-09-12,118493994
2015-09-13,118508034
2015-09-14,118533867
2015-09-15,118588917
2015-09-16,118626129
2015-09-17,118662288
2015-09-18,118686493
2015-09-19,118696092
2015-09-20,118689441
2015-09-21,118709235
2015-09-22,118733143
2015-09-23,118815196
2015-09-24,118896145
2015-09-25,118926309
2015-09-26,119032861
2015-09-27,119084977
2015-09-28,119116583
2015-09-29,119168262
2015-09-30,119219432
2015-10-01,119278369
2015-10-02,119302707
2015-10-03,119314620
2015-10-04,119305526
2015-10-05,119303115
2015-10-06,119330811
2015-10-07,119363891
2015-10-08,119406697
2015-10-09,119449083
2015-10-10,119465217
2015-10-11,119474460
2015-10-12,119467532
2015-10-13,119497845
2015-10-14,119540548
2015-10-15,119594069
2015-10-16,119653232
2015-10-17,119677366
2015-10-18,119674040
2015-10-19,119683001
2015-10-20,119743539
2015-10-21,119803789
2015-10-22,119859318
2015-10-23,119899650
2015-10-24,119945565
2015-10-25,119977321
2015-10-26,119997213
2015-10-27,120034068
2015-10-28,120066506
2015-10-29,120101003
2015-10-30,120119161
2015-10-31,120131274
2015-11-01,120171009
2015-11-02,120205137
2015-11-03,120264620
2015-11-04,120324928
2015-11-05,120512694
2015-11-06,120626709
2015-11-07,120794549
2015-11-08,120956572
2015-11-09,121126545
2015-11-10,121366469
2015-11-11,121500200
2015-11-12,121608569
2015-11-13,121714154
2015-11-14,121809551
2015-11-15,121879750
2015-11-16,121964900
2015-11-17,122128513
2015-11-18,122282492
2015-11-19,122365898
2015-11-20,122435329
2015-11-21,122500953
2015-11-22,122522750
2015-11-23,122534771
2015-11-24,122573611
2015-11-25,122594525
2015-11-26,122631933
2015-11-27,122652333
2015-11-28,122666182
2015-11-29,122650494
2015-11-30,122650263
2015-12-01,122706795
2015-12-02,122764962
2015-12-03,122788284
2015-12-04,122812596
2015-12-05,122832778
2015-12-06,122804308
2015-12-07,122812760
2015-12-08,122841839
2015-12-09,122864452
2015-12-10,122901939
2015-12-11,122931976
2015-12-12,122944795
2015-12-13,122930245
2015-12-14,122930492
2015-12-15,122967427
2015-12-16,122994734
2015-12-17,123029970
2015-12-18,123045522
2015-12-19,123049171
2015-12-20,123034791
2015-12-21,123032029
2015-12-22,123058777
2015-12-23,123070315
2015-12-24,123082419
2015-12-25,123088491
2015-12-26,123064547
2015-12-27,123048693
2015-12-28,123040111
2015-12-29,123050726
2015-12-30,123064509
2015-12-31,123085271
2016-01-01,123081553
2016-01-02,123063139
2016-01-03,123049155
2016-01-04,123053718
2016-01-05,123098663
2016-01-06,123120290
2016-01-07,123156336
2016-01-08,123199293
2016-01-09,123210801
2016-01-10,123212907
2016-01-11,123221082
2016-01-12,123288258
2016-01-13,123331792
2016-01-14,123362647
2016-01-15,123399229
2016-01-16,123397972
2016-01-17,123402170
2016-01-18,123405386
2016-01-19,123461878
2016-01-20,123499567
2016-01-21,123530441
2016-01-22,123569185
2016-01-23,123572987
2016-01-24,123576898
2016-01-25,123588861
2016-01-26,123623684
2016-01-27,123665059
2016-01-28,123700820
2016-01-29,123737162
2016-01-30,123766264
2016-01-31,123769403
2016-02-01,123784417
2016-02-02,123844985
2016-02-03,123885517
2016-02-04,123933464
2016-02-05,123955798
2016-02-06,123962516
2016-02-07,123959924
2016-02-08,123960449
2016-02-09,123983422
2016-02-10,124011527
2016-02-11,124038522
2016-02-12,124063558
2016-02-13,124086295
2016-02-14,124088461
2016-02-15,124088845
2016-02-16,124120609
2016-02-17,124166231
2016-02-18,124220616
2016-02-19,124329086
2016-02-20,124401213
2016-02-21,124403951
2016-02-22,124456093
2016-02-23,124538902
2016-02-24,124607798
2016-02-25,124682337
2016-02-26,124750083
2016-02-27,124776521
2016-02-28,124781912
2016-02-29,124828964
2016-03-01,124898515
2016-03-02,125004808
2016-03-03,125064171
2016-03-04,125118135
2016-03-05,125140312
2016-03-06,125138058
2016-03-07,125146255
2016-03-08,125202151
2016-03-09,125232177
2016-03-10,125255681
2016-03-11,125275398
2016-03-12,125279701
2016-03-13,125264629
2016-03-14,125260218
2016-03-15,125295279
2016-03-16,125333729
2016-03-17,125368250
2016-03-18,125399167
2016-03-19,125408118
2016-03-20,125394809
2016-03-21,125392532
2016-03-22,125424964
2016-03-23,125465065
2016-03-24,125488384
2016-03-25,125506207
2016-03-26,125509492
2016-03-27,125504354
2016-03-28,125495186
2016-03-29,125527954
2016-03-30,125564738
2016-03-31,125605288
2016-04-01,125629663
2016-04-02,125643108
2016-04-03,125626048
2016-04-04,125632641
2016-04-05,125675543
2016-04-06,125698678
2016-04-07,125733066
2016-04-08,125764185
2016-04-09,125754995
2016-04-10,125726114
2016-04-11,125726441
2016-04-12,125786796
2016-04-13,125827874
2016-04-14,125845793
2016-04-15,125862432
2016-04-16,125863529
2016-04-17,125840276
2016-04-18,125821712
2016-04-19,125845725
2016-04-20,125875286
2016-04-21,125895637
2016-04-22,125923794
2016-04-23,125922008
2016-04-24,125894569
2016-04-25,125871864
2016-04-26,125904059
2016-04-27,125937371
2016-04-28,125967004
2016-04-29,125989371
2016-04-30,125995473
2016-05-01,125980067
2016-05-02,125964661
2016-05-03,125984020
2016-05-04,126012010
2016-05-05,126035517
2016-05-06,126045623
2016-05-07,126040943
2016-05-08,126014561
2016-05-09,125985183
2016-05-10,126016475
2016-05-11,126053283
2016-05-12,126080329
2016-05-13,126104576
2016-05-14,126113661
2016-05-15,126081168
2016-05-16,126071682
2016-05-17,126095479
2016-05-18,126141160
2016-05-19,126162609
2016-05-20,126180276
2016-05-21,126187186
2016-05-22,126165401
2016-05-23,126148659
2016-05-24,126180312
2016-05-25,126216685
2016-05-26,126244780
2016-05-27,126262898
2016-05-28,126261334
2016-05-29,126235798
2016-05-30,126210188
2016-05-31,126224197
2016-06-01,126280291
2016-06-02,126305239
2016-06-03,126325243
2016-06-04,126333867
2016-06-05,126305043
2016-06-06,126274855
2016-06-07,126294143
2016-06-08,126326060
2016-06-09,126347819
2016-06-10,126359143
2016-06-11,126355037
2016-06-12,126330396
2016-06-13,126312050
2016-06-14,126345719
2016-06-15,126372008
2016-06-16,126397128
2016-06-17,126420132
2016-06-18,126418824
2016-06-19,126394871
2016-06-20,126375494
2016-06-21,126398982
2016-06-22,126419784
2016-06-23,126439772
2016-06-24,126453821
2016-06-25,126452619
2016-06-26,126427962
2016-06-27,126412547
2016-06-28,126431904
2016-06-29,126468618
2016-06-30,126488676
2016-07-01,126505949
2016-07-02,126493847
2016-07-03,126465585
2016-07-04,126440476
2016-07-05,126443178
2016-07-06,126463956
2016-07-07,126495267
2016-07-08,126506039
2016-07-09,126507320
2016-07-10,126482586
2016-07-11,126459583
2016-07-12,126499367
2016-07-13,126539659
2016-07-14,126568155
2016-07-15,126584816
2016-07-16,126582309
2016-07-17,126550171
2016-07-18,126532878
2016-07-19,126558595
2016-07-20,126577027
2016-07-21,126595945
2016-07-22,126615467
2016-07-23,126622967
2016-07-24,126594583
2016-07-25,126565984
2016-07-26,126588265
2016-07-27,126610744
2016-07-28,126627850
2016-07-29,126642260
2016-07-30,126652683
2016-07-31,126627506
2016-08-01,126621063
2016-08-02,126639681
2016-08-03,126678361
2016-08-04,126698072
2016-08-05,126715627
2016-08-06,126719081
2016-08-07,126698109
2016-08-08,126677732
2016-08-09,126710549
2016-08-10,126739334
2016-08-11,126761180
2016-08-12,126775334
2016-08-13,126778861
2016-08-14,126752809
2016-08-15,126736925
2016-08-16,126776673
2016-08-17,126807056
2016-08-18,126833560
2016-08-19,126849212
2016-08-20,126844328
2016-08-21,126827050
2016-08-22,126811965
2016-08-23,126842871
2016-08-24,126872432
2016-08-25,126907773
2016-08-26,126928296
2016-08-27,126929285
2016-08-28,126901506
2016-08-29,126880390
2016-08-30,126922148
2016-08-31,126955911
2016-09-01,126995780
2016-09-02,127014889
2016-09-03,127025098
2016-09-04,127006069
2016-09-05,126991671
2016-09-06,126997851
2016-09-07,127037822
2016-09-08,127054541
2016-09-09,127067671
2016-09-10,127078717
2016-09-11,127064660
2016-09-12,127049731
2016-09-13,127077988
2016-09-14,127097081
2016-09-15,127121325
2016-09-16,127135207
2016-09-17,127136213
2016-09-18,127107575
2016-09-19,127091402
2016-09-20,127118447
2016-09-21,127153313
2016-09-22,127188848
2016-09-23,127212321
2016-09-24,127222046
2016-09-25,127193271
2016-09-26,127180155
2016-09-27,127211497
2016-09-28,127240688
2016-09-29,127276749
2016-09-30,127305024
2016-10-01,127316964
2016-10-02,127291004
2016-10-03,127259487
2016-10-04,127267225
2016-10-05,127297417
2016-10-06,127307095
2016-10-07,127318583
2016-10-08,127306130
2016-10-09,127294473
2016-10-10,127278318
2016-10-11,127307316
2016-10-12,127348014
2016-10-13,127374179
2016-10-14,127399895
2016-10-15,127403477
2016-10-16,127382923
2016-10-17,127364765
2016-10-18,127379956
2016-10-19,127420211
2016-10-20,127451562
2016-10-21,127474328
2016-10-22,127487690
2016-10-23,127467323
2016-10-24,127461104
2016-10-25,127461104
2016-10-26,127481873
2016-10-27,127514528
2016-10-28,127546129
2016-10-29,127552103
2016-10-30,127519693
2016-10-31,127506285
2016-11-01,127543305
2016-11-02,127566651
2016-11-03,127577792
2016-11-04,127552132
2016-11-05,127466618
2016-11-06,127436393
2016-11-07,127406832
2016-11-08,127357690
2016-11-09,127374026
2016-11-10,127386382
2016-11-11,127407882
2016-11-12,127420847
2016-11-13,127393670
2016-11-14,127379244
2016-11-15,127405200
2016-11-16,127437299
2016-11-17,127463975
2016-11-18,127469339
2016-11-19,127410249
2016-11-20,127250370
2016-11-21,127215865
2016-11-22,127114123
2016-11-23,127088581
2016-11-24,127096876
2016-11-25,127052357
2016-11-26,127052035
2016-11-27,127007054
2016-11-28,126970195
2016-11-29,127005900
2016-11-30,127020497
2016-12-01,127073514
2016-12-02,127083295
2016-12-03,127084553
2016-12-04,127053230
2016-12-05,127024253
2016-12-06,127043766
2016-12-07,127044669
2016-12-08,127050405
2016-12-09,127056525
2016-12-10,127028193
2016-12-11,126984781
2016-12-12,126943101
2016-12-13,126945210
2016-12-14,126964543
2016-12-15,126950946
2016-12-16,126888807
2016-12-17,126847575
2016-12-18,126774945
2016-12-19,126614950
2016-12-20,126527482
2016-12-21,126493013
2016-12-22,126411607
2016-12-23,126418864
2016-12-24,126349891
2016-12-25,126194219
2016-12-26,126063762
2016-12-27,125970023
2016-12-28,125945264
2016-12-29,125904788
2016-12-30,125887040
2016-12-31,125872540
2017-01-01,125843203
2017-01-02,125805149
2017-01-03,125813904
2017-01-04,125829233
2017-01-05,125842151
2017-01-06,125856357
2017-01-07,125875518
2017-01-08,125893134
2017-01-09,125883571
2017-01-10,125905805
2017-01-11,125945107
2017-01-12,125974502
2017-01-13,125986117
2017-01-14,125995010
2017-01-15,125980906
2017-01-16,125975522
2017-01-17,126011800
2017-01-18,126047495
2017-01-19,126083371
2017-01-20,126106599
2017-01-21,126107902
2017-01-22,126090582
2017-01-23,126080912
2017-01-24,126122623
2017-01-25,126160599
2017-01-26,126200166
2017-01-27,126227256
2017-01-28,126207342
2017-01-29,126188611
2017-01-30,126173881
2017-01-31,126198837
2017-02-01,126242516
2017-02-02,126271295
2017-02-03,126294653
2017-02-04,126313413
2017-02-05,126318716
2017-02-06,126322567
2017-02-07,126368436
2017-02-08,126417515
2017-02-09,126460116
2017-02-10,126493839
2017-02-11,126517491
2017-02-12,126514028
2017-02-13,126522836
2017-02-14,126554576
2017-02-15,126603050
2017-02-16,126644167
2017-02-17,126673313
2017-02-18,126680269
2017-02-19,126649523
2017-02-20,126605760
2017-02-21,126653689
2017-02-22,126707676
2017-02-23,126750639
2017-02-24,126793165
2017-02-25,126798796
2017-02-26,126782015
2017-02-27,126774864
2017-02-28,126804392
2017-03-01,126853345
2017-03-02,126881773
2017-03-03,126923896
2017-03-04,126943405
2017-03-05,126926079
2017-03-06,126902131
2017-03-07,126956329
2017-03-08,127012919
2017-03-09,127036160
2017-03-10,127035487
2017-03-11,127022486
2017-03-12,127000680
2017-03-13,126994776
2017-03-14,127033350
2017-03-15,127079406
2017-03-16,127103444
2017-03-17,127140467
2017-03-18,127150600
2017-03-19,127135176
2017-03-20,127124764
2017-03-21,127145945
2017-03-22,127166465
2017-03-23,127205691
2017-03-24,127242808
2017-03-25,127261967
2017-03-26,127203983
2017-03-27,127136572
2017-03-28,127166490
2017-03-29,127175989
2017-03-30,127196165
2017-03-31,127210268
2017-04-01,127190057
2017-04-02,127117685
2017-04-03,127084317
2017-04-04,127098934
2017-04-05,127068676
2017-04-06,127043110
2017-04-07,127056793
2017-04-08,127044187
2017-04-09,127017838
2017-04-10,126974836
2017-04-11,126981975
2017-04-12,126973661
2017-04-13,126906569
2017-04-14,126900289
2017-04-15,126864785
2017-04-16,126841369
2017-04-17,126815513
2017-04-18,126836208
2017-04-19,126868911
2017-04-20,126907470
2017-04-21,126943291
2017-04-22,126950921
2017-04-23,126927299
2017-04-24,126909094
2017-04-25,126944697
2017-04-26,126961820
2017-04-27,126994914
2017-04-28,127022634
2017-04-29,127034661
2017-04-30,127006548
2017-05-01,127003767
2017-05-02,127010199
2017-05-03,127047228
2017-05-04,127078509
2017-05-05,127109830
2017-05-06,127123467
2017-05-07,127116001
2017-05-08,127107987
2017-05-09,127137044
2017-05-10,127165330
2017-05-11,127200074
2017-05-12,127227104
2017-05-13,127243302
2017-05-14,127230017
2017-05-15,127214956
2017-05-16,127253324
2017-05-17,127284289
2017-05-18,127313754
2017-05-19,127335304
2017-05-20,127354818
2017-05-21,127334295
2017-05-22,127328016
2017-05-23,127357260
2017-05-24,127375037
2017-05-25,127401173
2017-05-26,127408714
2017-05-27,127417353
2017-05-28,127391286
2017-05-29,127383418
2017-05-30,127385444
2017-05-31,127418384
2017-06-01,127452738
2017-06-02,127481013
2017-06-03,127482976
2017-06-04,127474578
2017-06-05,127451632
2017-06-06,127460756
2017-06-07,127482348
2017-06-08,127505590
2017-06-09,127531230
2017-06-10,127524862
2017-06-11,127492720
2017-06-12,127483651
2017-06-13,127502287
2017-06-14,127535273
2017-06-15,127572710
2017-06-16,127606856
2017-06-17,127614649
2017-06-18,127593110
2017-06-19,127576170
2017-06-20,127601353
2017-06-21,127631140
2017-06-22,127661255
2017-06-23,127648020
2017-06-24,127656619
2017-06-25,127636003
2017-06-26,127633510
2017-06-27,127632804
2017-06-28,127633548
2017-06-29,127659288
2017-06-30,127688689
2017-07-01,127726265
2017-07-02,127704106
2017-07-03,127682978
2017-07-04,127710640
2017-07-05,127714575
2017-07-06,127739538
2017-07-07,127763849
2017-07-08,127779720
2017-07-09,127762818
2017-07-10,127753097
2017-07-11,127778561
2017-07-12,127826694
2017-07-13,127856491
2017-07-14,127885576
2017-07-15,127888624
2017-07-16,127869412
2017-07-17,127853900
2017-07-18,127887691
2017-07-19,127924833
2017-07-20,127950645
2017-07-21,127980219
2017-07-22,128000936
2017-07-23,127987953
2017-07-24,127986497
2017-07-25,128029360
2017-07-26,128047061
2017-07-27,128073317
2017-07-28,128046462
2017-07-29,128063459
2017-07-30,128040542
2017-07-31,128029487
2017-08-01,128045173
2017-08-02,128075181
2017-08-03,128121380
2017-08-04,128154390
2017-08-05,128174428
2017-08-06,128155867
2017-08-07,128151960
2017-08-08,128194213
2017-08-09,128248502
2017-08-10,128286640
2017-08-11,128322037
2017-08-12,128341180
2017-08-13,128325782
2017-08-14,128317618
2017-08-15,128351150
2017-08-16,128389195
2017-08-17,128420984
2017-08-18,128453902
2017-08-19,128474342
2017-08-20,128466564
2017-08-21,128461191
2017-08-22,128494059
2017-08-23,128531015
2017-08-24,128550256
2017-08-25,128565755
2017-08-26,128574718
2017-08-27,128557629
2017-08-28,128546663
2017-08-29,128578722
2017-08-30,128603531
2017-08-31,128636523
2017-09-01,128679269
2017-09-02,128682188
2017-09-03,128668090
2017-09-04,128664096
2017-09-05,128686197
2017-09-06,128723009
2017-09-07,128759019
2017-09-08,128791924
2017-09-09,128816186
2017-09-10,128807144
2017-09-11,128794651
2017-09-12,128829982
2017-09-13,128868652
2017-09-14,128902944
2017-09-15,128940196
2017-09-16,128966278
2017-09-17,128954756
2017-09-18,128956455
2017-09-19,128999410
2017-09-20,129037728
2017-09-21,129074196
2017-09-22,129105662
2017-09-23,129129057
2017-09-24,129121488
2017-09-25,129123691
2017-09-26,129159769
2017-09-27,129193657
2017-09-28,129235063
2017-09-29,129269763
2017-09-30,129290568
2017-10-01,129286042
2017-10-02,129277312
2017-10-03,129300162
2017-10-04,129322813
2017-10-05,129353161
2017-10-06,129372073
2017-10-07,129381903
2017-10-08,129376316
2017-10-09,129369396
2017-10-10,129406926
2017-10-11,129450932
2017-10-12,129458612
2017-10-13,129493252
2017-10-14,129509456
2017-10-15,129501296
2017-10-16,129501877
2017-10-17,129549062
2017-10-18,129590605
2017-10-19,129622566
2017-10-20,129652890
2017-10-21,129678167
2017-10-22,129669567
2017-10-23,129650218
2017-10-24,129679737
2017-10-25,129717034
2017-10-26,129744496
2017-10-27,129773091
2017-10-28,129785255
2017-10-29,129768300
2017-10-30,129764877
2017-10-31,129793486
2017-11-01,129822935
2017-11-02,129798699
2017-11-03,129822777
2017-11-04,129837850
2017-11-05,129833366
2017-11-06,129825814
2017-11-07,129870575
2017-11-08,129910572
2017-11-09,129947252
2017-11-10,129984308
2017-11-11,130010326
2017-11-12,130012465
2017-11-13,130008829
2017-11-14,130043258
2017-11-15,130084225
2017-11-16,130114924
2017-11-17,130146732
2017-11-18,130170472
2017-11-19,130164467
2017-11-20,130155258
2017-11-21,130191116
2017-11-22,130244471
2017-11-23,130266293
2017-11-24,130279637
2017-11-25,130309094
2017-11-26,130304396
2017-11-27,130306366
2017-11-28,130371659
2017-11-29,130407468
2017-11-30,130444699
2017-12-01,130467046
2017-12-02,130502689
2017-12-03,130478313
2017-12-04,130473968
2017-12-05,130513970
2017-12-06,130535427
2017-12-07,130555830
2017-12-08,130569467
2017-12-09,130579675
2017-12-10,130568483
2017-12-11,130561736
2017-12-12,130592313
2017-12-13,130579625
2017-12-14,130580508
2017-12-15,130581453
2017-12-16,130570230
2017-12-17,130538170
2017-12-18,130513386
2017-12-19,130519634
2017-12-20,130532286
2017-12-21,130553799
2017-12-22,130557472
2017-12-23,130533461
2017-12-24,130498625
2017-12-25,130457826
2017-12-26,130445014
2017-12-27,130440001
2017-12-28,130440933
2017-12-29,130429425
2017-12-30,130429165
2017-12-31,130408680
2018-01-01,130374997
2018-01-02,130354432
2018-01-03,130388938
2018-01-04,130407727
2018-01-05,130449241
2018-01-06,130480921
2018-01-07,130488798
