date,AT&T,Akamai,Amazon,Ananke,Aryaka,Azion,BitGravity,BunnyCDN,CDN77,CDNetworks,CDNvideo,CacheFly,Cedexis,ChinaCache,ChinaNetCenter,Cloudflare,Edgecast,Facebook,Fastly,Google,Highwinds,Incapsula,Instartlogic,Internap,LeaseWeb CDN,Level3,Limelight,Medianova,Microsoft,NGENIX,OnApp,Rackspace,Reflected Networks,SFR,StackPath,SwiftServe,Taobao,Telenor,Twitter,Yahoo,Yottaa,Zenedge
2015-03-01,89477,1625946,3722450,54,31,0,54,0,66,2302,2,80,0,0,20,608060,298001,183,19366,1157955,2727,33929,0,819552,298811,43417,1676,0,140597,1,0,596135,15451,5975,0,17,0,5094,16,606884,0,1
2015-03-02,89446,1625002,3704471,54,31,0,55,0,68,2306,2,80,0,0,20,609106,297719,184,19414,1158762,2732,33990,0,819334,299453,43388,1680,0,140639,1,0,595869,15440,5981,0,11,0,5097,16,606974,0,1
2015-03-03,89356,1630418,3723376,54,32,0,55,0,66,2301,2,81,0,0,20,611116,296365,185,19455,1160029,2723,33886,0,818050,292887,43246,1674,0,140812,1,0,595588,15388,5974,0,11,0,5103,16,606755,0,1
2015-03-04,89333,1634610,3729376,54,32,0,55,0,67,2305,2,81,0,0,20,612829,296346,185,19296,1160668,2721,35588,0,818611,290812,43393,1677,0,140963,1,0,594640,15366,5980,0,12,0,5092,16,605306,0,1
2015-03-05,89315,1639095,3762806,54,28,0,55,0,67,2306,2,82,0,0,20,611076,296651,184,19334,1161417,2724,1130351,0,818420,291710,43146,1672,0,141166,1,0,643263,15367,5996,0,8,0,5091,16,605474,0,1
2015-03-06,89216,1635116,3776538,54,32,0,55,0,65,2300,2,82,0,0,20,614593,296552,184,19378,1161770,2715,1131637,0,817768,290741,43203,1679,0,141319,1,0,737680,15362,5993,0,8,0,5090,16,605450,0,1
2015-03-07,88926,1639147,3804293,54,32,0,54,0,65,2313,2,82,0,0,20,615657,296467,185,19389,1162362,2710,1132723,0,814809,291239,42926,1673,0,141427,1,0,740758,15348,5978,0,12,0,5028,16,604696,0,1
2015-03-08,88506,1638874,3754321,54,32,0,54,0,63,2310,2,82,0,0,20,615002,296195,183,19368,1161841,2703,1132829,0,814666,291283,42916,1673,0,141480,1,0,743317,15333,5982,0,13,0,5075,16,603842,0,1
2015-03-09,88494,1642282,3771527,54,32,0,54,0,61,2311,2,115,0,0,20,615947,295903,182,19428,1162171,2708,1132514,0,814600,290048,42683,1672,0,141585,1,0,630645,15322,5983,0,15,0,5083,16,604259,0,1
2015-03-10,88485,1640095,3797573,54,32,0,54,0,64,2311,2,115,0,0,20,617809,295844,182,19682,1163497,2694,34416,0,813791,279090,42958,1676,0,141589,1,0,594993,15298,5988,0,16,0,5079,16,605007,0,1
2015-03-11,88481,1640568,3799404,54,32,0,54,0,63,2308,2,115,0,0,20,619150,295805,182,19539,1164134,2692,34501,0,813702,274294,42965,1676,0,141808,1,0,595288,15250,5983,0,14,0,5084,17,607507,0,0
2015-03-12,88403,1642732,3744781,54,31,0,54,0,66,2310,2,115,0,0,20,619551,295642,182,19494,1163638,2696,34501,0,769521,276126,43102,1676,0,141890,1,0,594066,15219,5987,0,14,0,5080,16,606307,0,0
2015-03-13,88512,1646904,3804600,54,32,0,54,0,62,2323,2,115,0,0,20,620378,295600,182,19610,1165655,2680,34651,0,769131,275288,43112,1668,0,142065,1,0,594884,15218,6011,0,14,0,5067,16,606183,0,0
2015-03-14,88481,1656688,3782521,54,32,0,54,0,62,2316,2,115,0,0,20,620788,295538,182,19633,1166011,2693,34701,0,768997,281458,43025,1673,0,142150,1,0,595976,15180,5987,0,12,0,5062,16,606112,0,0
2015-03-15,88412,1654983,3762212,54,32,0,54,0,64,2296,2,114,0,0,20,620395,295174,181,19653,1165231,2694,34696,0,768785,279745,42971,1672,0,142159,1,0,597211,15170,5988,0,9,0,5087,16,605201,0,0
2015-03-16,88447,1645379,3835860,54,32,0,54,0,62,2303,2,114,0,0,20,620760,294985,181,19711,1165845,2694,34852,0,768631,282839,42989,1679,0,142139,1,0,597750,15164,5963,0,10,0,5060,16,604861,0,0
2015-03-17,88396,1631692,3823779,54,32,0,54,0,62,2307,2,115,0,0,20,621346,293611,181,19731,1165367,2691,34911,0,768555,291189,42968,1676,0,142234,1,0,598039,15147,6020,0,13,0,5053,16,605006,0,0
2015-03-18,87720,1629855,3899438,54,33,0,53,0,62,2319,2,115,0,0,20,621862,294830,181,19766,1167485,2694,34956,0,768483,305670,42988,1674,0,142395,1,0,598276,15134,6023,0,12,0,5036,16,604720,0,0
2015-03-19,87701,1626132,3978141,53,33,0,53,0,61,2306,2,115,0,0,20,620858,294780,179,20916,1169172,2693,35151,0,768451,308987,42906,1673,0,142448,1,0,598723,15134,6049,0,12,0,5068,16,604463,0,0
2015-03-20,87626,1625135,3937893,53,33,0,53,0,59,2314,2,115,0,0,20,622366,294652,179,20994,1168812,2694,35217,0,768171,307221,42891,1678,0,142996,1,0,598662,15121,6044,0,9,0,5065,16,604663,0,0
2015-03-21,87582,1610612,3900294,53,33,0,53,0,59,2321,2,115,0,0,20,624576,294613,181,31381,1169388,2698,35287,0,768135,308756,42903,1678,0,144345,1,0,598842,15155,6106,0,9,0,5071,16,603301,0,0
2015-03-22,87471,1609301,3939175,53,32,0,53,0,57,2316,2,115,0,0,20,624929,294303,181,31428,1169390,2698,35282,0,767981,305733,42929,1764,0,144131,1,0,598604,15134,6106,0,12,0,5072,16,603732,0,0
2015-03-23,87436,1608643,3981454,53,31,0,53,0,59,2310,2,115,0,0,20,625229,293713,181,31435,1169685,2694,35312,0,767861,306669,42915,1679,0,144117,1,0,598856,15115,6100,0,12,0,5072,16,603883,0,0
2015-03-24,87325,1610296,3993662,53,30,0,53,0,59,2325,2,115,0,0,20,626388,293557,181,31475,1171675,2693,35380,0,767800,309494,42748,1674,0,142913,1,0,599591,15096,6095,0,11,0,5068,17,603464,0,0
2015-03-25,87349,1608205,4013454,53,31,0,53,0,59,2323,2,115,0,0,20,627231,293568,181,21228,1172277,2696,35438,0,767625,309142,42415,1673,0,143161,1,0,600017,15087,6096,0,9,0,5057,17,602704,0,0
2015-03-26,87316,1612920,4013511,53,30,0,53,0,59,2323,2,115,0,0,20,628020,293493,180,21317,1173349,2693,35462,0,767552,307123,42342,1674,0,143492,1,0,600360,15079,6091,0,10,0,5053,17,602497,0,0
2015-03-27,87331,1610328,4016158,52,30,0,52,0,61,2322,2,115,0,0,20,628001,293265,180,21260,1173148,2695,35341,0,767290,308746,42213,1670,0,143624,1,0,599693,15034,6082,0,13,0,5045,17,600340,0,0
2015-03-28,87357,1596256,4019404,52,30,0,52,0,58,2327,2,115,0,0,20,628685,293197,180,21343,1173520,2683,35543,0,767233,308746,42206,1671,0,143740,1,0,598316,14989,6090,0,12,0,5035,17,599782,0,0
2015-03-29,87453,1596558,4020973,52,30,0,52,0,59,2326,2,115,0,0,20,629377,293026,178,30046,1173833,2679,35509,0,767189,307619,42196,1670,0,144024,1,0,599197,14857,6206,0,13,0,5030,17,598958,0,0
2015-03-30,87447,1596201,3943984,52,30,0,52,0,58,2327,2,115,0,0,20,629955,292749,178,21399,1174115,2674,35544,0,766952,312328,42197,1670,0,144058,1,0,599940,14730,6252,0,12,0,5024,17,598375,0,0
2015-03-31,87454,1597691,3946549,53,30,0,52,0,58,2314,2,115,0,0,20,630922,292324,177,21470,1173989,2676,35631,0,767096,312383,42210,1670,0,144124,1,0,599789,14713,6229,0,15,0,5024,17,597416,0,0
2015-04-01,87451,1601052,3928817,53,30,0,52,0,57,2315,2,115,0,0,20,632604,292299,177,21509,1175506,2677,35750,0,766902,309995,42210,1670,0,144330,1,0,599931,14643,6215,0,10,0,5034,17,597969,0,0
2015-04-02,87445,1598368,3959900,53,30,0,52,0,55,2313,2,116,0,0,20,624637,292366,177,21610,1177577,2662,35864,0,767064,309775,42251,1676,0,144779,1,0,600643,14636,6212,0,12,0,5014,17,598393,0,0
2015-04-03,87382,1597499,3950234,52,30,0,52,0,58,2315,2,116,0,0,17,624865,292119,176,21637,1177131,2661,35806,0,767197,304704,41988,1676,0,144817,1,0,600835,14624,6242,0,6,0,5016,17,600388,0,0
2015-04-04,87405,1595000,3840491,51,30,0,52,0,54,2324,2,116,0,0,16,626782,292000,176,21683,1177537,2674,35770,0,767149,302157,41976,1675,0,145064,1,0,600966,14620,6225,0,11,0,5010,17,600192,0,0
2015-04-05,87442,1608116,3880462,50,30,0,52,0,55,2321,2,116,0,0,17,627175,291965,175,21744,1178120,2677,35776,0,766936,304404,41974,1679,0,145039,1,0,601112,14597,6222,0,8,0,5015,17,599943,0,0
2015-04-06,87427,1616443,3735966,49,30,0,52,0,54,2309,2,116,0,0,17,627153,291770,176,21752,1178278,2676,35837,0,765744,301732,41872,1684,0,145194,1,0,600378,14580,6234,0,12,0,5004,17,600077,0,0
2015-04-07,87359,1621747,3949914,49,30,0,52,0,53,2334,2,116,0,0,17,628080,291503,176,21829,1179476,2676,35902,0,766317,301501,41923,1681,0,145294,1,0,600099,14551,6222,0,7,0,4998,17,599786,0,0
2015-04-08,87295,1621288,3946499,49,30,0,52,0,52,2345,2,116,0,0,17,629479,291477,176,21890,1180445,2666,35996,0,765723,301591,41808,1675,0,145498,1,0,599900,14543,6232,0,12,0,4988,17,599561,0,0
2015-04-09,87242,1623769,3945454,50,30,0,52,0,55,2340,2,116,0,0,17,631140,291286,175,21930,1181184,2666,36105,0,765418,300001,41718,1676,0,145703,1,0,600360,14541,6237,0,7,0,5000,17,598235,0,0
2015-04-10,87236,1624875,3850528,50,30,0,52,0,54,2345,2,116,0,0,17,631931,291245,175,21962,1181736,2660,36155,0,764949,295598,41436,1674,0,145976,1,0,600738,14519,6237,0,8,0,4986,17,600724,0,0
2015-04-11,87174,1625529,3984563,50,30,0,52,0,55,2336,2,116,0,0,17,633064,291219,175,21920,1181969,2649,36673,0,758785,298328,41261,1669,0,146016,1,0,600654,14497,6221,0,11,0,4999,17,599559,0,0
2015-04-12,87038,1625282,3984765,50,30,0,52,0,57,2340,2,116,0,0,17,632740,291000,175,22005,1181672,2645,36643,0,758216,297090,41190,1674,0,146110,1,0,600403,14446,6221,0,10,0,4996,17,599699,0,0
2015-04-13,87013,1629747,3964856,50,30,0,52,0,54,2342,2,116,0,0,17,631582,290821,175,22046,1182087,2649,36670,0,757612,296475,41152,1669,0,146071,1,0,600505,14462,6230,0,5,0,4998,17,598861,0,0
2015-04-14,86875,1631461,3960088,50,30,0,52,0,57,2326,2,116,0,0,17,631994,290803,175,22085,1183601,2648,36781,0,720428,266331,41140,1673,0,146272,1,0,599189,14409,6214,0,12,0,4993,16,599385,0,0
2015-04-15,86995,1630366,3948970,50,30,0,52,0,55,2326,2,116,0,0,17,632465,290837,175,22146,1184625,2650,37130,0,743793,298976,40974,1681,0,146323,1,0,599200,14382,6247,0,11,0,4996,16,599604,0,0
2015-04-16,86976,1603073,3978477,50,30,0,52,0,54,2325,2,114,0,0,17,636229,290612,174,22157,1183936,2647,39109,0,757070,287767,44293,1674,0,146560,1,0,597893,14369,6245,0,11,0,4982,16,594788,0,0
2015-04-17,86570,1602458,3984102,50,30,0,52,0,57,2323,2,114,0,0,17,638022,290606,175,22178,1179826,2644,39713,0,756915,284057,44326,1674,0,146603,1,0,597770,14366,6215,0,11,0,4979,16,599241,0,0
2015-04-18,86716,1603108,3981078,50,31,0,52,0,56,2352,2,114,0,0,17,639331,290563,175,22283,1186741,2648,39807,0,757036,287014,44285,1674,0,146773,1,0,598759,14365,6242,0,13,0,4989,16,596972,0,0
2015-04-19,84619,1602932,3954871,50,31,0,52,0,57,2369,2,114,0,0,17,637190,290308,175,21870,1184353,2645,39692,0,756835,285330,44252,1677,0,146484,1,0,598965,14327,6229,0,11,0,4974,16,595852,0,0
2015-04-20,86849,1602949,3940917,50,31,0,52,0,56,2376,2,114,0,0,17,641087,290094,175,22272,1185909,2643,36969,0,756819,284111,44197,1673,0,146726,1,0,599419,14326,6243,0,11,0,4978,16,596259,0,0
2015-04-21,86849,1602895,3973483,50,31,0,53,0,56,2369,2,114,0,0,17,644222,290042,174,23756,1188352,2644,38557,0,756831,287179,43794,1667,0,146987,1,0,598199,14365,6221,0,12,0,4983,16,598410,0,0
2015-04-22,86839,1606087,3982385,50,31,0,53,0,57,2376,2,114,0,0,17,645894,290148,176,23851,1189533,2644,37194,0,756421,296510,33300,1669,0,147157,1,0,598450,14353,6214,0,9,0,4991,17,598166,0,0
2015-04-23,86883,1609729,3979699,50,31,0,53,0,58,2380,2,114,0,0,17,645645,290085,175,23842,1190009,2646,37383,0,756521,302402,33328,1672,0,147183,1,0,596211,14341,6228,0,8,0,4991,16,597607,0,233
2015-04-24,86849,1615626,3982986,50,31,0,53,0,59,2372,2,114,0,0,17,648208,290082,175,23951,1190791,2646,37499,0,756652,301292,33312,1672,0,147260,1,0,595859,14334,6211,0,13,0,5001,16,597813,0,4
2015-04-25,86859,1612916,3982393,50,31,0,53,0,59,2389,2,114,0,0,17,648896,290000,174,23912,1190901,2641,37504,0,759764,310955,33305,1670,0,147284,1,0,595643,14328,6199,0,13,0,5005,16,597628,0,2
2015-04-26,86734,1611953,3985303,50,31,0,53,0,57,2376,2,113,0,0,17,648347,289797,174,23971,1189923,2640,37519,0,759779,310730,33253,1671,0,147280,1,0,596317,14301,6233,0,14,0,5000,16,597310,0,1
2015-04-27,86648,1611883,3988272,49,31,0,53,0,57,2361,2,113,0,0,17,645563,288769,174,23747,1189466,2641,37646,0,759411,308974,33211,1672,0,147105,1,0,596744,14299,6223,0,10,0,5000,16,597075,0,1
2015-04-28,86666,1627705,3986373,49,31,0,53,0,59,2391,2,113,0,0,16,651648,289467,173,24033,1192163,2642,40988,0,759443,308869,33232,1675,0,147473,1,0,597159,14295,6223,0,10,0,5000,16,596969,0,1
2015-04-29,86707,1617310,3990133,49,31,0,53,0,59,2379,2,113,0,0,17,653354,289665,175,24061,1193246,2640,43232,0,759258,298504,33266,1671,0,147584,1,0,596318,14287,6216,0,11,0,5002,15,596770,0,1
2015-04-30,86517,1619054,4001045,49,31,0,53,0,59,2383,2,113,0,0,16,654298,289416,174,24199,1193095,2640,43442,0,759002,291372,33215,1672,0,147127,1,0,595970,14269,6200,0,12,0,5007,15,596356,0,2
2015-05-01,86537,1618706,3999830,40,31,0,53,0,58,2379,2,115,0,0,16,657443,289119,175,24261,1194202,2642,43512,0,758751,292549,33240,1675,0,148456,1,0,596174,14252,6190,0,10,0,5007,15,596291,0,1
2015-05-02,86496,1623795,4008438,49,31,0,53,0,59,2390,2,114,0,0,16,660036,289573,175,24380,1195088,2655,43530,0,758659,293254,33231,1672,0,148560,1,0,596842,14248,6175,0,11,0,5006,15,596094,0,0
2015-05-03,86441,1627098,4004854,49,31,0,53,0,58,2387,2,114,0,0,16,660978,289469,175,24416,1195410,2665,43537,0,758626,293351,33210,1676,0,148520,1,0,596829,14239,6247,0,17,0,4997,15,595727,0,0
2015-05-04,86479,1626811,4007699,49,31,0,53,0,60,2389,2,114,0,0,16,660568,289200,176,24332,1195092,2664,43546,0,758501,291606,33209,1669,0,148425,1,0,596723,14224,6236,0,13,0,4997,15,595452,0,0
2015-05-05,86481,1634451,4021001,48,31,0,53,0,60,2392,2,114,0,0,16,661959,289182,176,24426,1196712,2667,43613,0,758464,290821,33243,1673,0,148659,1,0,595497,14212,6229,0,9,0,4992,17,595382,0,0
2015-05-06,86455,1634677,4019638,49,30,0,53,0,60,2382,2,115,0,0,16,661438,289055,175,24136,1196594,2664,43701,0,758154,288095,33203,1671,0,148464,1,0,595241,14205,6261,0,15,0,4991,17,595172,0,0
2015-05-07,86369,1634371,3993943,49,31,0,53,0,59,2389,2,115,0,0,16,664817,289085,176,24698,1198540,2665,43884,0,758214,288527,33188,1672,0,148298,1,0,594543,14191,6264,0,15,0,4987,17,594929,0,0
2015-05-08,86253,1632548,4023994,49,31,0,53,0,60,2399,2,115,0,0,16,662327,288957,176,24015,1196706,2671,47840,0,757789,289540,33128,1682,0,148381,1,0,593718,14177,6224,0,11,0,4989,17,594556,0,3
2015-05-09,86279,1632703,4033277,49,30,0,53,0,60,2399,2,115,0,0,16,666403,288988,175,24815,1199987,2672,1210013,0,757890,296263,33097,1678,0,148942,1,0,594906,14170,6223,0,15,0,4997,17,594507,0,4
2015-05-10,86183,1627722,4030449,49,30,0,53,0,60,2394,2,115,0,0,16,667324,288833,176,24824,1199408,2671,1206798,0,757795,289452,33138,1683,0,148857,1,0,594691,14167,6232,0,11,0,4996,17,594245,0,0
2015-05-11,86115,1623957,4026469,49,30,0,53,0,59,2407,2,115,0,0,16,668057,288517,176,24881,1199747,2672,1209725,0,757716,288621,33039,1682,0,148919,2,0,594480,14163,6222,0,9,0,4996,17,592732,0,0
2015-05-12,86162,1625590,4045423,49,30,0,53,0,59,2420,2,115,0,0,16,669326,288930,176,24981,1201515,2672,1209634,0,757568,289343,33083,1681,0,148977,1,0,594337,14165,6231,0,13,0,5001,17,590165,0,0
2015-05-13,86075,1623686,4057744,47,30,0,53,0,59,2410,2,115,0,0,16,670006,288958,175,25051,1201781,2671,1213974,0,757281,288162,33038,1677,0,149153,1,0,594351,14161,6189,0,12,0,4987,17,589404,0,0
2015-05-14,86242,1621883,4064540,47,30,0,53,0,58,2431,2,115,0,0,16,672634,289061,176,25114,1201558,2682,1215431,0,726106,287002,33486,1679,0,149288,1,0,594770,14114,6177,0,12,0,4987,18,589595,0,0
2015-05-15,86097,1620985,4063016,47,30,0,53,0,58,2438,2,115,0,0,16,673411,289070,176,25159,1202923,2689,1216845,0,716530,286697,33473,1672,0,148764,1,0,594529,14084,6186,0,9,0,4988,18,589561,0,0
2015-05-16,86219,1618581,4056060,47,30,0,53,0,57,2438,2,115,0,0,16,674367,289049,176,25247,1204300,2690,1217791,0,716452,287519,33495,1671,0,148878,1,0,594574,14065,6184,0,11,0,4987,18,589577,0,0
2015-05-17,86199,1615476,4069141,47,30,0,53,0,58,2436,2,115,0,0,16,674538,288784,176,25232,1203790,2691,1217429,0,716345,287170,33486,1670,0,148860,1,0,594006,14062,6167,0,13,0,4995,18,589507,0,0
2015-05-18,86031,1613622,4071498,47,30,0,53,0,57,2434,2,115,0,0,16,675935,288533,176,25274,1204161,2692,1217467,0,716212,286763,33397,1667,0,148838,1,0,593921,14056,6166,0,12,0,4991,18,587057,0,0
2015-05-19,85980,1613328,4074022,46,30,0,53,0,55,2411,2,115,0,0,16,677756,288065,177,25400,1205939,2674,1217693,0,715609,287211,33469,1675,0,148882,1,0,593721,13993,6166,0,14,0,4988,18,586655,0,0
2015-05-20,86202,1614020,4074710,47,31,0,53,0,56,2407,2,115,0,0,16,679232,288133,178,25498,1207326,2680,1220165,0,715831,285226,33438,1677,0,148786,1,0,594628,13999,6170,0,13,0,4983,18,588566,0,0
2015-05-21,86091,1612362,4085554,42,31,0,53,0,52,2405,2,115,0,0,16,679231,287851,179,25412,1207526,2682,1221729,0,715506,286271,33487,1669,0,149250,1,0,594757,13983,6168,0,12,0,4971,18,588129,0,0
2015-05-22,85962,1609130,4074188,45,31,0,53,0,58,2408,2,115,0,0,16,675749,287487,177,24465,1205042,2681,1222576,0,715071,284579,33377,1670,0,148769,1,0,593326,13971,6172,0,9,0,4959,18,587984,0,0
2015-05-23,85915,1609726,4079173,46,31,0,53,0,57,2414,2,115,0,0,16,676061,287389,179,24478,1205926,2683,1224158,0,715017,284280,33314,1667,0,148811,1,0,593181,13916,6169,0,11,0,4947,18,588062,0,0
2015-05-24,85839,1608478,4073583,46,31,0,53,0,57,2412,2,115,0,0,16,674954,287112,175,24230,1204638,2685,1223859,0,714828,283626,33158,1667,0,148687,1,0,594614,13903,6169,0,16,0,4953,18,587662,0,0
2015-05-25,85805,1607921,4073881,45,31,0,53,0,58,2413,2,115,0,0,16,674978,286806,174,24343,1203959,2682,1223556,0,714682,281980,33056,1669,0,148597,1,0,594668,13867,6161,0,10,0,4961,18,587539,0,1
2015-05-26,85800,1607716,4058954,40,31,0,53,0,58,2404,2,115,0,0,16,675648,286561,175,33515,1205509,2679,1220412,0,714599,280490,33008,1667,0,148730,1,0,594428,13841,6174,0,12,0,4929,18,587273,0,3
2015-05-27,86092,1608941,4082328,43,31,0,53,0,58,2416,2,113,0,0,16,680497,286558,179,34634,1209680,2694,1224123,0,714385,281980,33009,1664,0,149175,1,0,595377,13841,6151,0,14,0,4966,18,587391,0,0
2015-05-28,86073,1608685,4079317,45,31,0,53,0,59,2410,2,115,0,0,16,680798,286589,177,34551,1210798,2688,1225842,0,714303,282906,32973,1666,0,149650,1,0,595201,13815,6154,0,12,0,4962,18,587209,0,4
2015-05-29,85968,1607549,4078599,46,31,0,53,0,58,2409,2,115,0,0,16,680463,286771,178,34373,1209853,2689,1228392,0,713931,281651,32970,1667,0,150080,1,0,590340,13789,6154,0,10,0,4958,18,587156,0,6
2015-05-30,85959,1605230,4077589,46,31,0,53,0,56,2412,2,115,0,0,16,682157,286823,179,34478,1212066,2688,1230492,0,713797,281536,32944,1658,0,150384,1,0,588788,13771,6145,0,13,0,4969,18,587105,0,0
2015-05-31,85893,1603055,4080566,46,31,0,53,0,58,2410,2,115,0,0,16,682312,286546,177,34381,1210356,2673,1228186,0,713642,281984,32917,1657,0,150382,1,0,588445,13653,6161,0,11,0,4962,18,586566,0,0
2015-06-01,85904,1603701,4077318,44,30,0,51,0,55,2409,2,115,0,0,16,682849,286395,176,34425,1212790,2671,1228751,0,713547,280583,32918,1654,0,150508,1,0,588329,13626,6170,0,14,0,4960,18,586218,0,0
2015-06-02,85892,1601918,4091910,47,31,0,51,0,56,2404,2,115,0,0,16,683439,286214,175,34391,1214194,2672,1231469,0,713268,280492,32916,1656,0,150672,1,0,588473,13592,6171,0,12,0,4953,18,586140,0,0
2015-06-03,85874,1600566,4099286,47,31,0,51,0,56,2416,2,115,0,0,16,686235,286062,178,34453,1216171,2674,1233420,0,713777,280575,32903,1654,0,150569,1,0,587472,13559,6168,0,11,0,4945,18,586047,0,0
2015-06-04,85898,1603908,4104270,47,31,0,51,0,57,2419,2,116,0,0,16,687493,285814,178,34438,1216885,2683,1234929,0,714855,280508,32851,1658,0,150728,1,0,591007,13495,6162,0,14,0,4955,18,581798,0,0
2015-06-05,85878,1604884,4106382,47,31,0,51,0,56,2417,2,116,0,0,16,688328,285706,176,34455,1217246,2629,1236039,0,715053,279772,32858,1652,0,150742,1,0,592005,13480,6174,0,13,0,4948,18,584669,0,0
2015-06-06,85835,1611731,4101725,47,30,0,51,0,55,2406,2,116,0,0,16,688791,285418,174,34487,1216103,2626,1235359,0,714962,279448,32830,1625,0,150614,1,0,588059,13467,6153,0,11,0,4955,18,585253,0,0
2015-06-07,85799,1601834,4100463,47,30,0,51,0,54,2412,2,116,0,0,16,689472,285268,173,34645,1216364,2630,1235464,0,714540,279373,32818,1609,0,150703,1,0,590203,13455,6152,0,16,0,4954,18,585070,0,0
2015-06-08,85633,1601525,4101351,47,30,0,51,0,54,2405,2,116,0,0,16,689701,283259,171,34500,1214771,2630,1235883,0,714192,278893,32846,1613,0,150617,1,0,592559,13443,6177,0,12,0,4892,18,584751,0,1
2015-06-09,85482,1602016,4095694,47,30,0,50,0,54,2406,2,116,0,0,16,690199,284750,173,34477,1201611,2626,1237411,0,713308,277267,32805,1614,0,149936,1,0,586833,13414,6143,0,8,0,4878,18,584794,0,2
2015-06-10,85621,1600763,4105370,47,30,0,51,0,54,2409,2,116,0,0,16,692771,285248,178,34820,1218987,2629,1239100,0,713567,278164,32854,1616,0,151639,1,0,592134,13409,6172,0,10,0,4872,18,584655,0,2
2015-06-11,85571,1604015,4105930,47,30,0,52,0,58,2419,2,116,0,0,16,693354,285053,177,34732,1219806,2632,1240708,0,713537,279414,32724,1612,0,151806,1,0,591777,13403,6176,0,6,0,4866,18,584208,0,1
2015-06-12,85567,1610355,4105491,46,30,0,52,0,59,2419,2,116,0,0,16,694527,283915,177,34860,1216052,2631,1241275,0,755445,278995,34606,1591,0,151514,1,0,589929,13410,6178,0,12,0,4861,18,584155,0,1
2015-06-13,85186,1610094,4110162,46,30,0,52,0,54,2412,2,116,0,0,16,695686,284758,174,34908,1218967,2629,1242326,0,715772,278915,35367,1610,0,152006,1,0,586007,13402,6179,0,15,0,4860,18,583808,0,1
2015-06-14,85197,1605106,4101793,46,30,0,52,0,54,2413,2,116,0,0,16,696507,284564,179,34986,1218505,2630,1241671,0,715648,279533,32393,1609,0,152045,1,0,585300,13300,6149,0,15,0,4872,18,583606,0,2
2015-06-15,85175,1603431,4114144,46,30,0,52,0,53,2411,2,116,0,0,16,696368,284334,179,34929,1219208,2627,1241945,0,715521,282530,32373,1612,0,151951,1,0,584894,13298,6054,0,12,0,4857,18,583576,0,1
2015-06-16,85164,1605223,4129390,46,30,0,52,0,55,2417,2,116,0,0,16,699432,284206,179,35352,1221219,2627,1244772,0,715497,285595,32580,1598,0,151339,1,0,584562,13286,6121,0,14,0,4787,18,583585,0,2
2015-06-17,85134,1606562,4140792,46,31,0,52,0,55,2412,2,116,0,0,16,700891,284147,182,35465,1222020,2633,1249622,0,715270,288214,32615,1604,0,152018,1,0,590260,13277,6154,0,13,0,4850,18,583737,0,1
2015-06-18,85136,1602137,4140256,46,31,0,52,0,55,2414,2,116,0,0,16,702104,283936,179,35485,1222550,2636,1249769,0,714966,294159,32503,1604,0,152077,1,0,590396,13273,6138,0,15,0,4853,18,582957,0,0
2015-06-19,85055,1602768,4138844,47,31,0,52,0,55,2413,2,116,0,0,16,702967,283850,177,35549,1223204,2638,1058295,0,714844,293613,32374,1599,0,152167,1,0,590468,13103,6151,0,12,0,4859,19,582826,0,0
2015-06-20,84969,1619039,4036343,47,31,0,52,0,54,2421,2,116,0,0,16,703601,283495,181,35542,1222717,2639,1256233,0,714889,294626,32294,1599,0,152387,1,0,590001,13089,6135,0,12,0,4842,18,582497,0,0
2015-06-21,84976,1652460,3909862,47,31,0,52,0,53,2426,2,116,0,0,16,703997,283418,180,35625,1223081,2642,1258004,0,714815,293533,32281,1597,0,152379,1,0,589549,13086,6132,0,15,0,4841,18,582306,0,0
2015-06-22,84958,1652087,3911749,47,31,0,52,0,52,2435,2,116,0,0,16,704941,283174,182,35577,1223248,2641,1259719,0,714721,292845,31865,1588,0,152378,1,0,589227,13074,6146,0,9,0,4839,18,582037,0,0
2015-06-23,85024,1654853,3921978,47,31,0,52,0,53,2447,2,117,0,0,16,706501,282852,182,35613,1225023,2646,1265272,0,714615,292940,31716,1595,0,152366,1,0,587379,13085,6126,0,9,0,4864,18,581655,0,0
2015-06-24,84958,1659654,3924985,47,31,0,52,0,52,2438,2,117,0,0,16,707359,282841,183,35721,1225817,2646,1266921,0,714358,293801,31625,1586,0,152627,1,0,587502,13094,6136,0,10,0,4854,18,581559,0,0
2015-06-25,84895,1654922,3930703,47,31,0,52,0,54,2439,2,117,0,0,16,707008,282623,183,35747,1226540,2644,1268246,0,714163,293321,31583,1591,0,152823,1,0,587601,13079,6138,0,13,0,4858,18,581469,0,0
2015-06-26,84759,1658772,3931603,47,31,0,52,0,52,2402,2,117,0,0,16,707955,282372,183,35847,1227022,2648,1269471,0,713897,290870,32041,1591,0,153411,1,0,582228,13099,6136,0,10,0,4857,18,581048,0,0
2015-06-27,84776,1656504,3934632,47,31,0,51,0,53,2387,2,116,0,0,16,708030,281978,181,35819,1226217,2628,1269664,0,713688,292738,33461,1584,0,153386,1,0,581950,13091,6126,0,14,0,4857,18,580953,0,0
2015-06-28,84779,1671663,3929835,47,31,0,51,0,51,2384,2,117,0,0,16,708790,281894,181,35804,1226557,2628,1269791,0,713370,291892,33444,1584,0,153273,1,0,586657,13083,6146,0,12,0,4862,18,580690,0,0
